epoch,train loss,train acc,train top5 acc,val loss,val acc,val top5 acc,epoch_duration_sec
1,2.2783852688131487,0.4901764988899231,0.9785123467445374,1.2210427827023445,0.4208199381828308,0.9983807802200317,20.714582
2,0.8360487984463493,0.5876041054725647,0.9991992712020874,0.842501403169429,0.5660665035247803,0.9996553659439087,20.480266
3,0.7457629995231323,0.6423283815383911,0.9994505643844604,0.9367904434812829,0.6263811588287354,0.9999287128448486,20.682485
4,0.6988846776000956,0.6601927280426025,0.9996325969696045,0.7341177285985744,0.6290750503540039,0.9995521903038025,20.668748
5,0.6552424775087897,0.6683692336082458,0.999751627445221,1.1969670463115611,0.5306055545806885,0.9999310970306396,20.676438
6,1.099587340405918,0.5492868423461914,0.9964553117752075,1.2221743984425322,0.46988415718078613,0.9982087016105652,20.665787
7,0.808950264823628,0.6053364276885986,0.9992278814315796,0.778619406071115,0.6400145292282104,0.9994832277297974,20.693283
8,0.7096981046034053,0.6535844802856445,0.9997106790542603,0.6882798544904019,0.642869770526886,0.9995521903038025,20.670647
